P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(11, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(80, -29)","(86.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(42, 217)","(31, 217)","(12, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(81, -29)","(87.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(43, 217)","(31, 217)",1,200,9357
"(12, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(81, -29)","(87.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(43, 217)","(31, 217)","(13, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(82, -29)","(88.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(44, 217)","(31, 217)",1,200,9393
"(13, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(82, -29)","(88.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(44, 217)","(31, 217)","(14, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(83, -29)","(89.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(45, 217)","(31, 217)",1,200,9429
"(14, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(83, -29)","(89.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(45, 217)","(31, 217)","(15, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(84, -29)","(90.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(46, 217)","(31, 217)",1,200,9464
"(15, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(84, -29)","(90.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(46, 217)","(31, 217)","(16, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(85, -29)","(91.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(47, 217)","(31, 217)",1,200,9500
"(16, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(85, -29)","(91.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(47, 217)","(31, 217)","(17, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(86, -29)","(92.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(48, 217)","(31, 217)",1,200,9536
"(17, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(86, -29)","(92.0, 0.0)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(48, 217)","(31, 217)","(18, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(87, -29)","(6, -92)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(49, 217)","(31, 217)",1,200,9571
"(18, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(87, -29)","(6, -92)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(49, 217)","(31, 217)","(19, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(7, -92)","(88, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(50, 217)","(31, 217)",1,200,9607
"(19, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(7, -92)","(88, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(50, 217)","(31, 217)","(20, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(8, -92)","(89, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(51, 217)","(31, 217)",1,200,9643
"(20, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(8, -92)","(89, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(51, 217)","(31, 217)","(21, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(9, -92)","(90, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(52, 217)","(31, 217)",1,200,9679
"(21, 0)","(0.0, -20.0)","(0.0, 62.0)","(0.0, -80.0)","(9, -92)","(90, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(52, 217)","(31, 217)","(22, 0)","(0.0, -20.0)","(0, 62)","(0.0, -80.0)","(10, -92)","(91, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(53, 217)","(31, 217)",1,200,9714
"(22, 0)","(0.0, -20.0)","(0, 62)","(0.0, -80.0)","(10, -92)","(91, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(53, 217)","(31, 217)","(23, 0)","(0.0, -20.0)","(1, 62)","(0.0, -80.0)","(11, -92)","(92, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(54, 217)","(31, 217)",1,200,9750
"(23, 0)","(0.0, -20.0)","(1, 62)","(0.0, -80.0)","(11, -92)","(92, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(54, 217)","(31, 217)","(24, 0)","(0.0, -20.0)","(2, 62)","(0.0, -80.0)","(12, -92)","(93, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(55, 217)","(31, 217)",1,200,9786
"(24, 0)","(0.0, -20.0)","(2, 62)","(0.0, -80.0)","(12, -92)","(93, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(55, 217)","(31, 217)","(25, 0)","(0.0, -20.0)","(3, 62)","(0.0, -80.0)","(13, -92)","(94, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(56, 217)","(31, 217)",1,200,9821
"(25, 0)","(0.0, -20.0)","(3, 62)","(0.0, -80.0)","(13, -92)","(94, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(56, 217)","(31, 217)","(26, 0)","(0.0, -20.0)","(4, 62)","(0.0, -80.0)","(14, -92)","(95, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(57, 217)","(31, 217)",1,200,9857
"(26, 0)","(0.0, -20.0)","(4, 62)","(0.0, -80.0)","(14, -92)","(95, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(57, 217)","(31, 217)","(27, 0)","(0.0, -20.0)","(5, 62)","(0.0, -80.0)","(15, -92)","(96, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(58, 217)","(31, 217)",1,200,9893
"(27, 0)","(0.0, -20.0)","(5, 62)","(0.0, -80.0)","(15, -92)","(96, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(58, 217)","(31, 217)","(28, 0)","(0.0, -20.0)","(6, 62)","(0.0, -80.0)","(16, -92)","(97, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(59, 217)","(31, 217)",1,200,9929
"(28, 0)","(0.0, -20.0)","(6, 62)","(0.0, -80.0)","(16, -92)","(97, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(59, 217)","(31, 217)","(29, 0)","(0.0, -20.0)","(7, 62)","(0.0, -80.0)","(17, -92)","(98, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(60, 217)","(31, 217)",1,200,9964
"(29, 0)","(0.0, -20.0)","(7, 62)","(0.0, -80.0)","(17, -92)","(98, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(60, 217)","(31, 217)","(30, 0)","(0.0, -20.0)","(8, 62)","(0.0, -80.0)","(18, -92)","(99, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(61, 217)","(31, 217)",1,200,10000
"(30, 0)","(0.0, -20.0)","(8, 62)","(0.0, -80.0)","(18, -92)","(99, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(61, 217)","(31, 217)","(31, 0)","(0.0, -20.0)","(9, 62)","(0.0, -80.0)","(19, -92)","(100, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(62, 217)","(31, 217)",1,200,10037
"(31, 0)","(0.0, -20.0)","(9, 62)","(0.0, -80.0)","(19, -92)","(100, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(62, 217)","(31, 217)","(32, 0)","(0.0, -20.0)","(10, 62)","(0.0, -80.0)","(20, -92)","(101, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(63, 217)","(31, 217)",1,200,10074
"(32, 0)","(0.0, -20.0)","(10, 62)","(0.0, -80.0)","(20, -92)","(101, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(63, 217)","(31, 217)","(33, 0)","(0.0, -20.0)","(11, 62)","(0.0, -80.0)","(21, -92)","(102, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(64, 217)","(31, 217)",1,200,10111
"(33, 0)","(0.0, -20.0)","(11, 62)","(0.0, -80.0)","(21, -92)","(102, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(64, 217)","(31, 217)","(34, 0)","(0.0, -20.0)","(12, 62)","(0.0, -80.0)","(22, -92)","(103, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(65, 217)","(31, 217)",1,200,10148
"(34, 0)","(0.0, -20.0)","(12, 62)","(0.0, -80.0)","(22, -92)","(103, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(65, 217)","(31, 217)","(35, 0)","(0.0, -20.0)","(13, 62)","(0.0, -80.0)","(23, -92)","(104, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(66, 217)","(31, 217)",1,200,10185
"(35, 0)","(0.0, -20.0)","(13, 62)","(0.0, -80.0)","(23, -92)","(104, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(66, 217)","(31, 217)","(36, 0)","(0.0, -20.0)","(14, 62)","(0.0, -80.0)","(24, -92)","(105, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(67, 217)","(31, 217)",1,200,10222
"(36, 0)","(0.0, -20.0)","(14, 62)","(0.0, -80.0)","(24, -92)","(105, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(67, 217)","(31, 217)","(37, 0)","(0.0, -20.0)","(15, 62)","(0.0, -80.0)","(25, -92)","(106, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(68, 217)","(31, 217)",1,200,10259
"(37, 0)","(0.0, -20.0)","(15, 62)","(0.0, -80.0)","(25, -92)","(106, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(68, 217)","(31, 217)","(38, 0)","(0.0, -20.0)","(16, 62)","(0.0, -80.0)","(26, -92)","(107, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(69, 217)","(31, 217)",1,200,10296
"(38, 0)","(0.0, -20.0)","(16, 62)","(0.0, -80.0)","(26, -92)","(107, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(69, 217)","(31, 217)","(39, 0)","(0.0, -20.0)","(17, 62)","(0.0, -80.0)","(27, -92)","(108, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(70, 217)","(31, 217)",1,200,10333
"(39, 0)","(0.0, -20.0)","(17, 62)","(0.0, -80.0)","(27, -92)","(108, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(70, 217)","(31, 217)","(40, 0)","(0.0, -20.0)","(18, 62)","(0.0, -80.0)","(28, -92)","(109, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(71, 217)","(31, 217)",1,200,10370
"(40, 0)","(0.0, -20.0)","(18, 62)","(0.0, -80.0)","(28, -92)","(109, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(71, 217)","(31, 217)","(41, 0)","(0.0, -20.0)","(19, 62)","(0.0, -80.0)","(29, -92)","(110, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(72, 217)","(31, 217)",1,200,10407
"(41, 0)","(0.0, -20.0)","(19, 62)","(0.0, -80.0)","(29, -92)","(110, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(72, 217)","(31, 217)","(42, 0)","(0, -20)","(20, 62)","(0.0, -80.0)","(30, -92)","(111, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(73, 217)","(31, 217)",1,200,10444
"(42, 0)","(0, -20)","(20, 62)","(0.0, -80.0)","(30, -92)","(111, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(73, 217)","(31, 217)","(43, 0)","(1, -20)","(21, 62)","(0.0, -80.0)","(31, -92)","(112, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(74, 217)","(31, 217)",1,200,10481
"(43, 0)","(1, -20)","(21, 62)","(0.0, -80.0)","(31, -92)","(112, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(74, 217)","(31, 217)","(44, 0)","(2, -20)","(22, 62)","(0.0, -80.0)","(32, -92)","(113, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(75, 217)","(31, 217)",1,200,10519
"(44, 0)","(2, -20)","(22, 62)","(0.0, -80.0)","(32, -92)","(113, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(75, 217)","(31, 217)","(45, 0)","(3, -20)","(23, 62)","(0.0, -80.0)","(33, -92)","(114, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(76, 217)","(31, 217)",1,200,10556
"(45, 0)","(3, -20)","(23, 62)","(0.0, -80.0)","(33, -92)","(114, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(76, 217)","(31, 217)","(46, 0)","(4, -20)","(24, 62)","(0.0, -80.0)","(34, -92)","(115, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(77, 217)","(31, 217)",1,200,10593
"(46, 0)","(4, -20)","(24, 62)","(0.0, -80.0)","(34, -92)","(115, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(77, 217)","(31, 217)","(47, 0)","(5, -20)","(25, 62)","(0.0, -80.0)","(35, -92)","(116, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(78, 217)","(31, 217)",1,200,10630
"(47, 0)","(5, -20)","(25, 62)","(0.0, -80.0)","(35, -92)","(116, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(78, 217)","(31, 217)","(48, 0)","(6, -20)","(26, 62)","(0.0, -80.0)","(36, -92)","(117, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(79, 217)","(31, 217)",1,200,10667
"(48, 0)","(6, -20)","(26, 62)","(0.0, -80.0)","(36, -92)","(117, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(79, 217)","(31, 217)","(49, 0)","(7, -20)","(27, 62)","(0.0, -80.0)","(37, -92)","(118, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(80, 217)","(31, 217)",1,200,10704
"(49, 0)","(7, -20)","(27, 62)","(0.0, -80.0)","(37, -92)","(118, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(80, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10741
"(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10778
"(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10815
"(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10852
"(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10889
"(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)","(50, 0)","(8, -20)","(28, 62)","(0.0, -80.0)","(38, -92)","(119, -29)","(0.0, -20.0)","(0.0, 62.0)","(69, -29)","(75.0, 0.0)","(0.0, -80.0)","(81, 217)","(31, 217)",1,200,10926
