P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(0, -41)","(-95, 5)","(-153, -18)","(-28, -181)","(-36, -258)","(0.0, -270.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 87)","(-138, 128)","(0, -42)","(-95, 4)","(-153, -19)","(-28, -182)","(-36, -259)","(0.0, -271.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 86)","(-138, 128)",2,200,15036
"(0, -42)","(-95, 4)","(-153, -19)","(-28, -182)","(-36, -259)","(0.0, -271.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 86)","(-138, 128)","(0, -43)","(-95, 3)","(-153, -20)","(-28, -183)","(-36, -260)","(0.0, -272.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 85)","(-138, 128)",2,200,15071
"(0, -43)","(-95, 3)","(-153, -20)","(-28, -183)","(-36, -260)","(0.0, -272.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 85)","(-138, 128)","(0, -44)","(-95, 2)","(-153, -21)","(-28, -184)","(-36, -261)","(0.0, -273.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 84)","(-138, 128)",2,200,15107
"(0, -44)","(-95, 2)","(-153, -21)","(-28, -184)","(-36, -261)","(0.0, -273.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 84)","(-138, 128)","(0, -45)","(-95, 1)","(-153, -22)","(-28, -185)","(-36, -262)","(0.0, -274.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 83)","(-138, 128)",2,200,15143
"(0, -45)","(-95, 1)","(-153, -22)","(-28, -185)","(-36, -262)","(0.0, -274.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 83)","(-138, 128)","(0, -46)","(-95, 0)","(-153, -23)","(-28, -186)","(-36, -263)","(0.0, -275.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 82)","(-138, 128)",2,200,15179
"(0, -46)","(-95, 0)","(-153, -23)","(-28, -186)","(-36, -263)","(0.0, -275.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 82)","(-138, 128)","(0, -47)","(-95.0, 0.0)","(-153, -24)","(-28, -187)","(-36, -264)","(0.0, -276.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 81)","(-138, 128)",2,200,15214
"(0, -47)","(-95.0, 0.0)","(-153, -24)","(-28, -187)","(-36, -264)","(0.0, -276.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 81)","(-138, 128)","(0, -48)","(-95.0, 0.0)","(-153, -25)","(-28, -188)","(-36, -265)","(0.0, -277.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 80)","(-138, 128)",2,200,15250
"(0, -48)","(-95.0, 0.0)","(-153, -25)","(-28, -188)","(-36, -265)","(0.0, -277.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 80)","(-138, 128)","(0, -49)","(-95.0, 0.0)","(-153, -26)","(-28, -189)","(-36, -266)","(0.0, -278.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 79)","(-138, 128)",2,200,15286
"(0, -49)","(-95.0, 0.0)","(-153, -26)","(-28, -189)","(-36, -266)","(0.0, -278.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 79)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15321
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15357
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15393
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15429
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15464
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15500
"(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)","(0, -50)","(-95.0, 0.0)","(-153, -27)","(-28, -190)","(-36, -267)","(0.0, -279.0)","(-95, 46)","(-28, -140)","(-153.0, 0.0)","(-36, -217)","(0.0, -229.0)","(-138, 78)","(-138, 128)",2,200,15536
