P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(17, 0)","(-5, 12)","(0.0, -40.0)","(47.0, 0.0)","(41, 28)","(44, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-118, 38)","(-135, 38)",7964
"(18, 0)","(-4, 12)","(0.0, -40.0)","(48.0, 0.0)","(42, 28)","(45, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-117, 38)","(-135, 38)",8000
"(19, 0)","(-3, 12)","(0.0, -40.0)","(49.0, 0.0)","(43, 28)","(46, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-116, 38)","(-135, 38)",8037
"(20, 0)","(-2, 12)","(0.0, -40.0)","(50.0, 0.0)","(44, 28)","(47, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-115, 38)","(-135, 38)",8074
"(21, 0)","(-1, 12)","(0.0, -40.0)","(51.0, 0.0)","(45, 28)","(48, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-114, 38)","(-135, 38)",8111
"(22, 0)","(0, 12)","(0.0, -40.0)","(52.0, 0.0)","(46, 28)","(49, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-113, 38)","(-135, 38)",8148
"(23, 0)","(0.0, 12.0)","(0.0, -40.0)","(53.0, 0.0)","(47, 28)","(50, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-112, 38)","(-135, 38)",8185
"(24, 0)","(0.0, 12.0)","(0.0, -40.0)","(54.0, 0.0)","(48, 28)","(51, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-111, 38)","(-135, 38)",8222
"(25, 0)","(0.0, 12.0)","(0.0, -40.0)","(55.0, 0.0)","(49, 28)","(52, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-110, 38)","(-135, 38)",8259
"(26, 0)","(0.0, 12.0)","(0.0, -40.0)","(56.0, 0.0)","(50, 28)","(53, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-109, 38)","(-135, 38)",8296
"(27, 0)","(0.0, 12.0)","(0.0, -40.0)","(57.0, 0.0)","(51, 28)","(54, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-108, 38)","(-135, 38)",8333
"(28, 0)","(0.0, 12.0)","(0.0, -40.0)","(58.0, 0.0)","(52, 28)","(55, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-107, 38)","(-135, 38)",8370
"(29, 0)","(0.0, 12.0)","(0.0, -40.0)","(59.0, 0.0)","(53, 28)","(56, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-106, 38)","(-135, 38)",8407
"(30, 0)","(0.0, 12.0)","(0.0, -40.0)","(60.0, 0.0)","(54, 28)","(57, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-105, 38)","(-135, 38)",8444
"(31, 0)","(0.0, 12.0)","(0.0, -40.0)","(61.0, 0.0)","(55, 28)","(58, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-104, 38)","(-135, 38)",8481
"(32, 0)","(0.0, 12.0)","(0.0, -40.0)","(62.0, 0.0)","(56, 28)","(59, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-103, 38)","(-135, 38)",8519
"(33, 0)","(0.0, 12.0)","(0.0, -40.0)","(63.0, 0.0)","(57, 28)","(60, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-102, 38)","(-135, 38)",8556
"(34, 0)","(0.0, 12.0)","(0.0, -40.0)","(64.0, 0.0)","(58, 28)","(61, 42)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-101, 38)","(-135, 38)",8593
"(35, 0)","(0.0, 12.0)","(0.0, -40.0)","(65.0, 0.0)","(59, 28)","(-73, -13)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-100, 38)","(-135, 38)",8630
"(36, 0)","(0.0, 12.0)","(0.0, -40.0)","(66.0, 0.0)","(60, 28)","(-72, -13)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-99, 38)","(-135, 38)",8667
"(37, 0)","(0.0, 12.0)","(0.0, -40.0)","(67.0, 0.0)","(61, 28)","(-71, -13)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-98, 38)","(-135, 38)",8704
"(38, 0)","(0.0, 12.0)","(0.0, -40.0)","(68.0, 0.0)","(62, 28)","(-70, -13)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-97, 38)","(-135, 38)",8741
"(39, 0)","(0.0, 12.0)","(0.0, -40.0)","(63, 28)","(69.0, 0.0)","(-69, -13)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-96, 38)","(-135, 38)",8778
"(40, 0)","(0.0, 12.0)","(0.0, -40.0)","(-68, -13)","(64, 28)","(70.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-95, 38)","(-135, 38)",8815
"(41, 0)","(0.0, 12.0)","(0.0, -40.0)","(-67, -13)","(65, 28)","(71.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-94, 38)","(-135, 38)",8852
"(42, 0)","(0.0, 12.0)","(0.0, -40.0)","(-66, -13)","(66, 28)","(72.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-93, 38)","(-135, 38)",8889
"(43, 0)","(0.0, 12.0)","(0.0, -40.0)","(-65, -13)","(67, 28)","(73.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-92, 38)","(-135, 38)",8926
"(44, 0)","(0.0, 12.0)","(0.0, -40.0)","(-64, -13)","(68, 28)","(74.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-91, 38)","(-135, 38)",8963
"(45, 0)","(0.0, 12.0)","(0.0, -40.0)","(-63, -13)","(69, 28)","(75.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-90, 38)","(-135, 38)",9000
"(46, 0)","(0.0, 12.0)","(0.0, -40.0)","(-62, -13)","(70, 28)","(76.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-89, 38)","(-135, 38)",9037
"(47, 0)","(0.0, 12.0)","(0.0, -40.0)","(-61, -13)","(71, 28)","(77.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-88, 38)","(-135, 38)",9074
"(48, 0)","(0.0, 12.0)","(0.0, -40.0)","(-60, -13)","(72, 28)","(78.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-87, 38)","(-135, 38)",9111
"(49, 0)","(0.0, 12.0)","(0.0, -40.0)","(-59, -13)","(73, 28)","(79.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-86, 38)","(-135, 38)",9148
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9185
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9222
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9259
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9296
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9333
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9370
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9407
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9444
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9481
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9519
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9556
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9593
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9630
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9667
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9704
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9741
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9778
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9815
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9852
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9889
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9926
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",9963
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10000
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10036
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10071
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10107
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10143
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-22, 12)","(30.0, 0.0)","(24, 28)","(0.0, -40.0)","(27, 42)","(-85, 38)","(-135, 38)",10179
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-57, -13)","(75, 28)","(81.0, 0.0)","(-21, 12)","(31.0, 0.0)","(25, 28)","(0.0, -40.0)","(28, 42)","(-84, 38)","(-134, 38)",10214
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-56, -13)","(76, 28)","(82.0, 0.0)","(-20, 12)","(32.0, 0.0)","(26, 28)","(0.0, -40.0)","(29, 42)","(-83, 38)","(-133, 38)",10250
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-55, -13)","(77, 28)","(83.0, 0.0)","(-19, 12)","(33.0, 0.0)","(27, 28)","(0.0, -40.0)","(30, 42)","(-82, 38)","(-132, 38)",10286
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-54, -13)","(78, 28)","(84.0, 0.0)","(-18, 12)","(34.0, 0.0)","(28, 28)","(0.0, -40.0)","(31, 42)","(-81, 38)","(-131, 38)",10321
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-53, -13)","(79, 28)","(85.0, 0.0)","(-17, 12)","(35.0, 0.0)","(0.0, -40.0)","(29, 28)","(32, 42)","(-80, 38)","(-130, 38)",10357
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-52, -13)","(80, 28)","(86.0, 0.0)","(-16, 12)","(36.0, 0.0)","(0.0, -40.0)","(30, 28)","(33, 42)","(-79, 38)","(-129, 38)",10393
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-51, -13)","(81, 28)","(87.0, 0.0)","(-15, 12)","(37.0, 0.0)","(0.0, -40.0)","(31, 28)","(34, 42)","(-78, 38)","(-128, 38)",10429
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-50, -13)","(82, 28)","(88.0, 0.0)","(-14, 12)","(38.0, 0.0)","(0.0, -40.0)","(32, 28)","(35, 42)","(-77, 38)","(-127, 38)",10464
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-49, -13)","(83, 28)","(89.0, 0.0)","(-13, 12)","(39.0, 0.0)","(0.0, -40.0)","(33, 28)","(36, 42)","(-76, 38)","(-126, 38)",10500
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-48, -13)","(84, 28)","(90.0, 0.0)","(-12, 12)","(0.0, -40.0)","(40.0, 0.0)","(34, 28)","(37, 42)","(-75, 38)","(-125, 38)",10536
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-47, -13)","(85, 28)","(91.0, 0.0)","(-11, 12)","(0.0, -40.0)","(41.0, 0.0)","(35, 28)","(38, 42)","(-74, 38)","(-124, 38)",10571
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-46, -13)","(86, 28)","(92.0, 0.0)","(-10, 12)","(0.0, -40.0)","(42.0, 0.0)","(36, 28)","(39, 42)","(-73, 38)","(-123, 38)",10607
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-45, -13)","(87, 28)","(93.0, 0.0)","(-9, 12)","(0.0, -40.0)","(43.0, 0.0)","(37, 28)","(40, 42)","(-72, 38)","(-122, 38)",10643
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-44, -13)","(88, 28)","(94.0, 0.0)","(-8, 12)","(0.0, -40.0)","(44.0, 0.0)","(38, 28)","(41, 42)","(-71, 38)","(-121, 38)",10679
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-43, -13)","(89, 28)","(95.0, 0.0)","(-7, 12)","(0.0, -40.0)","(45.0, 0.0)","(39, 28)","(42, 42)","(-70, 38)","(-120, 38)",10714
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-42, -13)","(90, 28)","(96.0, 0.0)","(-6, 12)","(0.0, -40.0)","(46.0, 0.0)","(40, 28)","(43, 42)","(-69, 38)","(-119, 38)",10750
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-41, -13)","(91, 28)","(97.0, 0.0)","(-5, 12)","(0.0, -40.0)","(47.0, 0.0)","(41, 28)","(44, 42)","(-68, 38)","(-118, 38)",10786
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-40, -13)","(92, 28)","(98.0, 0.0)","(-4, 12)","(0.0, -40.0)","(48.0, 0.0)","(42, 28)","(45, 42)","(-67, 38)","(-117, 38)",10821
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-39, -13)","(93, 28)","(99.0, 0.0)","(-3, 12)","(0.0, -40.0)","(49.0, 0.0)","(43, 28)","(46, 42)","(-66, 38)","(-116, 38)",10857
"(50, 0)","(0.0, 12.0)","(0.0, -40.0)","(-38, -13)","(94, 28)","(100.0, 0.0)","(-2, 12)","(0.0, -40.0)","(50.0, 0.0)","(44, 28)","(47, 42)","(-65, 38)","(-115, 38)",10893
"(50, 0)","(0.0, 12.0)","(-37, -13)","(0.0, -40.0)","(95, 28)","(101.0, 0.0)","(-1, 12)","(0.0, -40.0)","(51.0, 0.0)","(45, 28)","(48, 42)","(-64, 38)","(-114, 38)",10929
"(50, 0)","(0.0, 12.0)","(-36, -13)","(0, -40)","(96, 28)","(102.0, 0.0)","(0, 12)","(0.0, -40.0)","(52.0, 0.0)","(46, 28)","(49, 42)","(-63, 38)","(-113, 38)",10964
"(50, 0)","(0, 12)","(-35, -13)","(1, -40)","(97, 28)","(103.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(53.0, 0.0)","(47, 28)","(50, 42)","(-62, 38)","(-112, 38)",11000
"(50, 0)","(1, 12)","(-34, -13)","(2, -40)","(98, 28)","(104.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(54.0, 0.0)","(48, 28)","(51, 42)","(-61, 38)","(-111, 38)",11037
"(50, 0)","(2, 12)","(-33, -13)","(3, -40)","(99, 28)","(105.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(55.0, 0.0)","(49, 28)","(52, 42)","(-60, 38)","(-110, 38)",11074
"(50, 0)","(3, 12)","(-32, -13)","(4, -40)","(100, 28)","(106.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(56.0, 0.0)","(50, 28)","(53, 42)","(-59, 38)","(-109, 38)",11111
"(50, 0)","(4, 12)","(-31, -13)","(5, -40)","(101, 28)","(107.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(57.0, 0.0)","(51, 28)","(54, 42)","(-58, 38)","(-108, 38)",11148
"(50, 0)","(5, 12)","(-30, -13)","(6, -40)","(102, 28)","(108.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(58.0, 0.0)","(52, 28)","(55, 42)","(-57, 38)","(-107, 38)",11185
"(50, 0)","(6, 12)","(-29, -13)","(7, -40)","(103, 28)","(109.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(59.0, 0.0)","(53, 28)","(56, 42)","(-56, 38)","(-106, 38)",11222
"(50, 0)","(7, 12)","(-28, -13)","(8, -40)","(104, 28)","(110.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(60.0, 0.0)","(54, 28)","(57, 42)","(-55, 38)","(-105, 38)",11259
"(50, 0)","(8, 12)","(-27, -13)","(9, -40)","(105, 28)","(111.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(61.0, 0.0)","(55, 28)","(58, 42)","(-54, 38)","(-104, 38)",11296
"(50, 0)","(9, 12)","(-26, -13)","(10, -40)","(106, 28)","(112.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(62.0, 0.0)","(56, 28)","(59, 42)","(-53, 38)","(-103, 38)",11333
"(50, 0)","(10, 12)","(-25, -13)","(11, -40)","(107, 28)","(113.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(63.0, 0.0)","(57, 28)","(60, 42)","(-52, 38)","(-102, 38)",11370
"(50, 0)","(11, 12)","(-24, -13)","(12, -40)","(108, 28)","(114.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(64.0, 0.0)","(58, 28)","(61, 42)","(-51, 38)","(-101, 38)",11407
"(50, 0)","(12, 12)","(-23, -13)","(13, -40)","(109, 28)","(115.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(65.0, 0.0)","(59, 28)","(-73, -13)","(-50, 38)","(-100, 38)",11444
"(50, 0)","(13, 12)","(-22, -13)","(14, -40)","(110, 28)","(116.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(66.0, 0.0)","(60, 28)","(-72, -13)","(-49, 38)","(-99, 38)",11481
"(50, 0)","(14, 12)","(-21, -13)","(15, -40)","(111, 28)","(117.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(67.0, 0.0)","(61, 28)","(-71, -13)","(-48, 38)","(-98, 38)",11519
"(50, 0)","(15, 12)","(-20, -13)","(16, -40)","(112, 28)","(118.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(68.0, 0.0)","(62, 28)","(-70, -13)","(-47, 38)","(-97, 38)",11556
