P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-11, 0)","(-17, 24)","(23, -43)","(-57, -8)","(69.0, 0.0)","(-76.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-437, 305)","(-426, 305)",0,4,200,6393
"(-12, 0)","(-18, 24)","(22, -43)","(-58, -8)","(68.0, 0.0)","(-77.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-438, 305)","(-426, 305)",0,4,200,6429
"(-13, 0)","(-19, 24)","(21, -43)","(-59, -8)","(67.0, 0.0)","(-78.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-439, 305)","(-426, 305)",0,4,200,6464
"(-14, 0)","(-20, 24)","(20, -43)","(-60, -8)","(66.0, 0.0)","(-79.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-440, 305)","(-426, 305)",0,4,200,6500
"(-15, 0)","(-21, 24)","(19, -43)","(-61, -8)","(65.0, 0.0)","(-80.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-441, 305)","(-426, 305)",0,4,200,6536
"(-16, 0)","(-22, 24)","(18, -43)","(-62, -8)","(64.0, 0.0)","(-81.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-442, 305)","(-426, 305)",0,4,200,6571
"(-17, 0)","(-23, 24)","(17, -43)","(63.0, 0.0)","(-63, -8)","(-82.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-443, 305)","(-426, 305)",0,4,200,6607
"(-18, 0)","(-24, 24)","(16, -43)","(62.0, 0.0)","(-64, -8)","(-83.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-444, 305)","(-426, 305)",0,4,200,6643
"(-19, 0)","(-25, 24)","(15, -43)","(61.0, 0.0)","(-65, -8)","(-84.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-445, 305)","(-426, 305)",0,4,200,6679
"(-20, 0)","(-26, 24)","(14, -43)","(60.0, 0.0)","(-66, -8)","(-85.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-446, 305)","(-426, 305)",0,4,200,6714
"(-21, 0)","(-27, 24)","(13, -43)","(59.0, 0.0)","(-67, -8)","(-86.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-447, 305)","(-426, 305)",0,4,200,6750
"(-22, 0)","(-28, 24)","(12, -43)","(58.0, 0.0)","(-68, -8)","(-87.0, 0.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-448, 305)","(-426, 305)",0,4,200,6786
"(-23, 0)","(-29, 24)","(11, -43)","(57.0, 0.0)","(-69, -8)","(-53, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-449, 305)","(-426, 305)",0,4,200,6821
"(-24, 0)","(-30, 24)","(10, -43)","(56.0, 0.0)","(-70, -8)","(-54, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-450, 305)","(-426, 305)",0,4,200,6857
"(-25, 0)","(-31, 24)","(9, -43)","(55.0, 0.0)","(-71, -8)","(-55, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-451, 305)","(-426, 305)",0,4,200,6893
"(-26, 0)","(-32, 24)","(8, -43)","(54.0, 0.0)","(-72, -8)","(-56, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-452, 305)","(-426, 305)",0,4,200,6929
"(-27, 0)","(-33, 24)","(7, -43)","(53.0, 0.0)","(-73, -8)","(-57, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-453, 305)","(-426, 305)",0,4,200,6964
"(-28, 0)","(-34, 24)","(6, -43)","(52.0, 0.0)","(-74, -8)","(-58, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-454, 305)","(-426, 305)",0,4,200,7000
"(-29, 0)","(-35, 24)","(5, -43)","(51.0, 0.0)","(-75, -8)","(-59, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-455, 305)","(-426, 305)",0,4,200,7036
"(-30, 0)","(4, -43)","(-36, 24)","(50.0, 0.0)","(-76, -8)","(-60, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-456, 305)","(-426, 305)",0,4,200,7071
"(-31, 0)","(3, -43)","(-37, 24)","(49.0, 0.0)","(-77, -8)","(-61, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-457, 305)","(-426, 305)",0,4,200,7107
"(-32, 0)","(2, -43)","(-38, 24)","(48.0, 0.0)","(-78, -8)","(-62, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-458, 305)","(-426, 305)",0,4,200,7143
"(-33, 0)","(1, -43)","(-39, 24)","(47.0, 0.0)","(-79, -8)","(-63, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-459, 305)","(-426, 305)",0,4,200,7179
"(-34, 0)","(0, -43)","(46.0, 0.0)","(-40, 24)","(-80, -8)","(-64, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-460, 305)","(-426, 305)",0,4,200,7214
"(-35, 0)","(0.0, -43.0)","(45.0, 0.0)","(-41, 24)","(-81, -8)","(-65, 70)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-461, 305)","(-426, 305)",0,4,200,7250
"(-36, 0)","(0.0, -43.0)","(44.0, 0.0)","(-42, 24)","(-82, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-462, 305)","(-426, 305)",0,4,200,7286
"(-37, 0)","(0.0, -43.0)","(43.0, 0.0)","(-43, 24)","(-83, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-463, 305)","(-426, 305)",0,4,200,7321
"(-38, 0)","(42.0, 0.0)","(0.0, -43.0)","(-44, 24)","(-84, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-464, 305)","(-426, 305)",0,4,200,7357
"(-39, 0)","(41.0, 0.0)","(0.0, -43.0)","(-45, 24)","(-85, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-465, 305)","(-426, 305)",0,4,200,7393
"(-40, 0)","(40.0, 0.0)","(0.0, -43.0)","(-46, 24)","(-86, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-466, 305)","(-426, 305)",0,4,200,7429
"(-41, 0)","(39.0, 0.0)","(0.0, -43.0)","(-47, 24)","(-87, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-467, 305)","(-426, 305)",0,4,200,7464
"(-42, 0)","(38.0, 0.0)","(0.0, -43.0)","(-48, 24)","(-88, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-468, 305)","(-426, 305)",0,4,200,7500
"(-43, 0)","(37.0, 0.0)","(0.0, -43.0)","(-49, 24)","(-89, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-469, 305)","(-426, 305)",0,4,200,7536
"(-44, 0)","(36.0, 0.0)","(0.0, -43.0)","(-50, 24)","(-90, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-470, 305)","(-426, 305)",0,4,200,7571
"(-45, 0)","(35.0, 0.0)","(0.0, -43.0)","(-51, 24)","(-91, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-471, 305)","(-426, 305)",0,4,200,7607
"(-46, 0)","(34.0, 0.0)","(0.0, -43.0)","(-52, 24)","(-92, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-472, 305)","(-426, 305)",0,4,200,7643
"(-47, 0)","(33.0, 0.0)","(0.0, -43.0)","(-53, 24)","(-93, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-473, 305)","(-426, 305)",0,4,200,7679
"(-48, 0)","(32.0, 0.0)","(0.0, -43.0)","(-54, 24)","(-94, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-474, 305)","(-426, 305)",0,4,200,7714
"(-49, 0)","(31.0, 0.0)","(0.0, -43.0)","(-55, 24)","(-95, -8)","(0.0, -96.0)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-475, 305)","(-426, 305)",0,4,200,7750
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7786
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7821
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7857
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7893
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7929
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,7964
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8000
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8037
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8074
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8111
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8148
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8185
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8222
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8259
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8296
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8333
"(-50, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-6, 24)","(-46, -8)","(34, -43)","(-65.0, 0.0)","(-76.0, 0.0)","(-476, 305)","(-426, 305)",0,4,200,8370
"(-50, 0)","(29.0, 0.0)","(0.0, -43.0)","(-57, 24)","(0.0, -96.0)","(-97, -8)","(-7, 24)","(-47, -8)","(33, -43)","(-66.0, 0.0)","(-31, 70)","(-477, 305)","(-427, 305)",0,0,200,8407
"(-50, 0)","(28.0, 0.0)","(0.0, -43.0)","(-58, 24)","(0.0, -96.0)","(-98, -8)","(-8, 24)","(-48, -8)","(32, -43)","(-67.0, 0.0)","(-32, 70)","(-478, 305)","(-428, 305)",0,0,200,8444
"(-50, 0)","(27.0, 0.0)","(0.0, -43.0)","(-59, 24)","(0.0, -96.0)","(-99, -8)","(-9, 24)","(-49, -8)","(31, -43)","(-68.0, 0.0)","(77.0, 0.0)","(-479, 305)","(-429, 305)",0,0,200,8481
"(-50, 0)","(26.0, 0.0)","(0.0, -43.0)","(-60, 24)","(0.0, -96.0)","(-100, -8)","(-10, 24)","(-50, -8)","(30, -43)","(-69.0, 0.0)","(76.0, 0.0)","(-480, 305)","(-430, 305)",0,0,200,8519
"(-50, 0)","(25.0, 0.0)","(0.0, -43.0)","(-61, 24)","(0.0, -96.0)","(-101, -8)","(-11, 24)","(-51, -8)","(29, -43)","(-70.0, 0.0)","(75.0, 0.0)","(-481, 305)","(-431, 305)",0,0,200,8556
"(-50, 0)","(24.0, 0.0)","(0.0, -43.0)","(-62, 24)","(0.0, -96.0)","(37, 94)","(-12, 24)","(28, -43)","(-52, -8)","(-71.0, 0.0)","(74.0, 0.0)","(-482, 305)","(-432, 305)",0,0,200,8593
"(-50, 0)","(23.0, 0.0)","(0.0, -43.0)","(-63, 24)","(0.0, -96.0)","(36, 94)","(-13, 24)","(27, -43)","(-53, -8)","(-72.0, 0.0)","(73.0, 0.0)","(-483, 305)","(-433, 305)",0,0,200,8630
"(-50, 0)","(22.0, 0.0)","(0.0, -43.0)","(-64, 24)","(0.0, -96.0)","(35, 94)","(-14, 24)","(26, -43)","(-54, -8)","(72.0, 0.0)","(-73.0, 0.0)","(-484, 305)","(-434, 305)",0,0,200,8667
"(-50, 0)","(21.0, 0.0)","(0.0, -43.0)","(-65, 24)","(0.0, -96.0)","(34, 94)","(-15, 24)","(25, -43)","(-55, -8)","(71.0, 0.0)","(-74.0, 0.0)","(-485, 305)","(-435, 305)",0,0,200,8704
"(-50, 0)","(20.0, 0.0)","(0.0, -43.0)","(-66, 24)","(0.0, -96.0)","(33, 94)","(-16, 24)","(24, -43)","(-56, -8)","(70.0, 0.0)","(-75.0, 0.0)","(-486, 305)","(-436, 305)",0,0,200,8741
"(-50, 0)","(19.0, 0.0)","(0.0, -43.0)","(-67, 24)","(0.0, -96.0)","(32, 94)","(-17, 24)","(23, -43)","(-57, -8)","(69.0, 0.0)","(-76.0, 0.0)","(-487, 305)","(-437, 305)",0,0,200,8778
"(-50, 0)","(18.0, 0.0)","(0.0, -43.0)","(-68, 24)","(0.0, -96.0)","(31, 94)","(-18, 24)","(22, -43)","(-58, -8)","(68.0, 0.0)","(-77.0, 0.0)","(-488, 305)","(-438, 305)",0,0,200,8815
"(-48, 0)","(19.0, 0.0)","(0.0, -43.0)","(-67, 24)","(0.0, -96.0)","(32, 94)","(-19, 24)","(21, -43)","(-59, -8)","(67.0, 0.0)","(-78.0, 0.0)","(-487, 305)","(-439, 305)",1,0,200,8852
"(-46, 0)","(20.0, 0.0)","(0.0, -43.0)","(-66, 24)","(0.0, -96.0)","(33, 94)","(-20, 24)","(20, -43)","(-60, -8)","(66.0, 0.0)","(-79.0, 0.0)","(-486, 305)","(-440, 305)",1,0,200,8889
"(-44, 0)","(21.0, 0.0)","(0.0, -43.0)","(-65, 24)","(0.0, -96.0)","(34, 94)","(-21, 24)","(19, -43)","(-61, -8)","(65.0, 0.0)","(-80.0, 0.0)","(-485, 305)","(-441, 305)",1,0,200,8926
"(-42, 0)","(22.0, 0.0)","(0.0, -43.0)","(-64, 24)","(0.0, -96.0)","(35, 94)","(-22, 24)","(18, -43)","(-62, -8)","(64.0, 0.0)","(-81.0, 0.0)","(-484, 305)","(-442, 305)",1,0,200,8963
"(-40, 0)","(23.0, 0.0)","(0.0, -43.0)","(-63, 24)","(0.0, -96.0)","(36, 94)","(-23, 24)","(17, -43)","(63.0, 0.0)","(-63, -8)","(-82.0, 0.0)","(-483, 305)","(-443, 305)",1,0,200,9000
"(-38, 0)","(24.0, 0.0)","(0.0, -43.0)","(-62, 24)","(0.0, -96.0)","(37, 94)","(-24, 24)","(16, -43)","(62.0, 0.0)","(-64, -8)","(-83.0, 0.0)","(-482, 305)","(-444, 305)",1,0,200,9036
"(-36, 0)","(25.0, 0.0)","(0.0, -43.0)","(-61, 24)","(0.0, -96.0)","(-101, -8)","(-25, 24)","(15, -43)","(61.0, 0.0)","(-65, -8)","(-84.0, 0.0)","(-481, 305)","(-445, 305)",1,0,200,9071
"(-34, 0)","(26.0, 0.0)","(0.0, -43.0)","(-60, 24)","(0.0, -96.0)","(-100, -8)","(-26, 24)","(14, -43)","(60.0, 0.0)","(-66, -8)","(-85.0, 0.0)","(-480, 305)","(-446, 305)",1,0,200,9107
"(-32, 0)","(27.0, 0.0)","(0.0, -43.0)","(-59, 24)","(0.0, -96.0)","(-99, -8)","(-27, 24)","(13, -43)","(59.0, 0.0)","(-67, -8)","(-86.0, 0.0)","(-479, 305)","(-447, 305)",1,0,200,9143
"(-30, 0)","(28.0, 0.0)","(0.0, -43.0)","(-58, 24)","(0.0, -96.0)","(-98, -8)","(-28, 24)","(12, -43)","(58.0, 0.0)","(-68, -8)","(-87.0, 0.0)","(-478, 305)","(-448, 305)",1,0,200,9179
"(-28, 0)","(29.0, 0.0)","(0.0, -43.0)","(-57, 24)","(0.0, -96.0)","(-97, -8)","(-29, 24)","(11, -43)","(57.0, 0.0)","(-69, -8)","(-53, 70)","(-477, 305)","(-449, 305)",1,0,200,9214
"(-26, 0)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-30, 24)","(10, -43)","(56.0, 0.0)","(-70, -8)","(-54, 70)","(-476, 305)","(-450, 305)",1,0,200,9250
"(-24, 0)","(31.0, 0.0)","(0.0, -43.0)","(-55, 24)","(-95, -8)","(0.0, -96.0)","(-31, 24)","(9, -43)","(55.0, 0.0)","(-71, -8)","(-55, 70)","(-475, 305)","(-451, 305)",1,0,200,9286
"(-22, 0)","(32.0, 0.0)","(0.0, -43.0)","(-54, 24)","(-94, -8)","(0.0, -96.0)","(-32, 24)","(8, -43)","(54.0, 0.0)","(-72, -8)","(-56, 70)","(-474, 305)","(-452, 305)",1,0,200,9321
"(-20, 0)","(33.0, 0.0)","(0.0, -43.0)","(-53, 24)","(-93, -8)","(0.0, -96.0)","(-33, 24)","(7, -43)","(53.0, 0.0)","(-73, -8)","(-57, 70)","(-473, 305)","(-453, 305)",1,0,200,9357
"(-18, 0)","(34.0, 0.0)","(0.0, -43.0)","(-52, 24)","(-92, -8)","(0.0, -96.0)","(-34, 24)","(6, -43)","(52.0, 0.0)","(-74, -8)","(-58, 70)","(-472, 305)","(-454, 305)",1,0,200,9393
"(-16, 0)","(35.0, 0.0)","(0.0, -43.0)","(-51, 24)","(-91, -8)","(0.0, -96.0)","(-35, 24)","(5, -43)","(51.0, 0.0)","(-75, -8)","(-59, 70)","(-471, 305)","(-455, 305)",1,0,200,9429
"(-14, 0)","(36.0, 0.0)","(0.0, -43.0)","(-50, 24)","(-90, -8)","(0.0, -96.0)","(4, -43)","(-36, 24)","(50.0, 0.0)","(-76, -8)","(-60, 70)","(-470, 305)","(-456, 305)",1,0,200,9464
"(-12, 0)","(37.0, 0.0)","(0.0, -43.0)","(-49, 24)","(-89, -8)","(0.0, -96.0)","(3, -43)","(-37, 24)","(49.0, 0.0)","(-77, -8)","(-61, 70)","(-469, 305)","(-457, 305)",1,0,200,9500
"(-10, 0)","(38.0, 0.0)","(0.0, -43.0)","(-48, 24)","(-88, -8)","(0.0, -96.0)","(2, -43)","(-38, 24)","(48.0, 0.0)","(-78, -8)","(-62, 70)","(-468, 305)","(-458, 305)",1,0,200,9536
"(-8, 0)","(39.0, 0.0)","(0.0, -43.0)","(-47, 24)","(-87, -8)","(0.0, -96.0)","(1, -43)","(-39, 24)","(47.0, 0.0)","(-79, -8)","(-63, 70)","(-467, 305)","(-459, 305)",1,0,200,9571
"(-6, 0)","(40.0, 0.0)","(0.0, -43.0)","(-46, 24)","(-86, -8)","(0.0, -96.0)","(0, -43)","(46.0, 0.0)","(-40, 24)","(-80, -8)","(-64, 70)","(-466, 305)","(-460, 305)",1,0,200,9607
"(-4, 0)","(41.0, 0.0)","(0.0, -43.0)","(-45, 24)","(-85, -8)","(0.0, -96.0)","(0.0, -43.0)","(45.0, 0.0)","(-41, 24)","(-81, -8)","(-65, 70)","(-465, 305)","(-461, 305)",1,0,200,9643
"(-3, -1)","(41.0, 0.0)","(0.0, -44.0)","(-45, 23)","(-85, -9)","(0.0, -97.0)","(0.0, -43.0)","(44.0, 0.0)","(-42, 24)","(-82, -8)","(0.0, -96.0)","(-465, 304)","(-462, 305)",2,0,200,9679
"(-2, -2)","(41.0, 0.0)","(0.0, -45.0)","(-45, 22)","(-85, -10)","(-69, 68)","(0.0, -43.0)","(43.0, 0.0)","(-43, 24)","(-83, -8)","(0.0, -96.0)","(-465, 303)","(-463, 305)",2,0,200,9714
"(-1, -3)","(41.0, 0.0)","(0.0, -46.0)","(-45, 21)","(-85, -11)","(-69, 67)","(42.0, 0.0)","(0.0, -43.0)","(-44, 24)","(-84, -8)","(0.0, -96.0)","(-465, 302)","(-464, 305)",2,0,200,9750
"(0, -4)","(41.0, 0.0)","(0.0, -47.0)","(-45, 20)","(-85, -12)","(-69, 66)","(41.0, 0.0)","(0.0, -43.0)","(-45, 24)","(-85, -8)","(0.0, -96.0)","(-465, 301)","(-465, 305)",2,0,200,9786
"(1, -5)","(41.0, 0.0)","(0.0, -48.0)","(-45, 19)","(-85, -13)","(-69, 65)","(40.0, 0.0)","(0.0, -43.0)","(-46, 24)","(-86, -8)","(0.0, -96.0)","(-465, 300)","(-466, 305)",2,0,200,9821
