P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(0, -38)","(63.0, 0.0)","(-62, 16)","(-89, 0)","(32, 108)","(14, 192)","(63, 30)","(-62, 54)","(-89, 38)","(32, 146)","(14, 230)","(41, 5)","(41, 43)",14000
"(0, -40)","(63.0, 0.0)","(-62, 15)","(-89.0, 0.0)","(32, 107)","(14, 191)","(63, 31)","(-62, 55)","(-89, 39)","(32, 147)","(14, 231)","(41, 4)","(41, 44)",14037
"(0, -42)","(63.0, 0.0)","(-62, 14)","(-89.0, 0.0)","(32, 106)","(14, 190)","(63, 32)","(-62, 56)","(-89, 40)","(32, 148)","(14, 232)","(41, 3)","(41, 45)",14074
"(0, -44)","(63.0, 0.0)","(-62, 13)","(-89.0, 0.0)","(32, 105)","(14, 189)","(63, 33)","(-62, 57)","(-89, 41)","(32, 149)","(14, 233)","(41, 2)","(41, 46)",14111
"(0, -46)","(63.0, 0.0)","(-62, 12)","(-89.0, 0.0)","(32, 104)","(14, 188)","(63, 34)","(-62, 58)","(-89, 42)","(32, 150)","(14, 234)","(41, 1)","(41, 47)",14148
"(0, -48)","(-62, 11)","(63.0, 0.0)","(-89.0, 0.0)","(32, 103)","(14, 187)","(63, 35)","(-62, 59)","(-89, 43)","(32, 151)","(14, 235)","(41, 0)","(41, 48)",14185
"(0, -50)","(-62, 10)","(63.0, 0.0)","(-89.0, 0.0)","(32, 102)","(14, 186)","(63, 36)","(-62, 60)","(-89, 44)","(32, 152)","(14, 236)","(41, -1)","(41, 49)",14222
"(0, -50)","(-62, 11)","(63.0, 0.0)","(-89.0, 0.0)","(32, 103)","(14, 187)","(63, 37)","(-62, 61)","(-89, 45)","(32, 153)","(14, 237)","(41, 0)","(41, 50)",14259
"(0, -50)","(63.0, 0.0)","(-62, 12)","(-89.0, 0.0)","(32, 104)","(14, 188)","(63, 38)","(-62, 62)","(-89, 46)","(32, 154)","(14, 238)","(41, 1)","(41, 51)",14296
"(0, -50)","(63.0, 0.0)","(-62, 13)","(-89.0, 0.0)","(32, 105)","(14, 189)","(63, 39)","(-62, 63)","(-89, 47)","(32, 155)","(14, 239)","(41, 2)","(41, 52)",14333
"(0, -50)","(63.0, 0.0)","(-62, 14)","(-89.0, 0.0)","(32, 106)","(14, 190)","(63, 40)","(-62, 64)","(-89, 48)","(32, 156)","(14, 240)","(41, 3)","(41, 53)",14370
"(0, -50)","(63.0, 0.0)","(-62, 15)","(-89.0, 0.0)","(32, 107)","(14, 191)","(63, 41)","(-62, 65)","(-89, 49)","(32, 157)","(14, 241)","(41, 4)","(41, 54)",14407
"(0, -50)","(63.0, 0.0)","(-62, 16)","(-89, 0)","(32, 108)","(14, 192)","(63, 42)","(-62, 66)","(-89, 50)","(32, 158)","(14, 242)","(41, 5)","(41, 55)",14444
"(0, -50)","(63.0, 0.0)","(-62, 17)","(-89, 1)","(32, 109)","(14, 193)","(63, 43)","(-62, 67)","(-89, 51)","(32, 159)","(14, 243)","(41, 6)","(41, 56)",14481
"(0, -50)","(63.0, 0.0)","(-62, 18)","(-89, 2)","(32, 110)","(14, 194)","(63, 44)","(-62, 68)","(-89, 52)","(32, 160)","(14, 244)","(41, 7)","(41, 57)",14519
"(0, -50)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(63, 45)","(-62, 69)","(-89, 53)","(32, 161)","(14, 245)","(41, 8)","(41, 58)",14556
"(0, -50)","(63.0, 0.0)","(-62, 20)","(-89, 4)","(32, 112)","(14, 196)","(63, 46)","(-62, 70)","(-89, 54)","(32, 162)","(14, 246)","(41, 9)","(41, 59)",14593
"(0, -50)","(63.0, 0.0)","(-62, 21)","(-89, 5)","(32, 113)","(14, 197)","(63, 47)","(-62, 71)","(-89, 55)","(32, 163)","(14, 247)","(41, 10)","(41, 60)",14630
"(0, -50)","(63.0, 0.0)","(-62, 22)","(-89, 6)","(32, 114)","(14, 198)","(63, 48)","(-62, 72)","(-89, 56)","(32, 164)","(14, 248)","(41, 11)","(41, 61)",14667
"(0, -50)","(63.0, 0.0)","(-62, 23)","(-89, 7)","(32, 115)","(14, 199)","(63, 49)","(-62, 73)","(-89, 57)","(32, 165)","(14, 249)","(41, 12)","(41, 62)",14704
"(0, -50)","(63, 0)","(-62, 24)","(-89, 8)","(32, 116)","(14, 200)","(63, 50)","(-62, 74)","(-89, 58)","(32, 166)","(14, 250)","(41, 13)","(41, 63)",14741
"(0, -50)","(63, 1)","(-62, 25)","(-89, 9)","(32, 117)","(14, 201)","(63, 51)","(-62, 75)","(-89, 59)","(32, 167)","(14, 251)","(41, 14)","(41, 64)",14778
"(0, -50)","(63, 2)","(-62, 26)","(-89, 10)","(32, 118)","(14, 202)","(63, 52)","(-62, 76)","(-89, 60)","(32, 168)","(14, 252)","(41, 15)","(41, 65)",14815
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",14852
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",14889
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",14926
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",14963
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",15000
"(0, -50)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(63, 53)","(-62, 77)","(-89, 61)","(32, 169)","(14, 253)","(41, 16)","(41, 66)",15036
"(0, -50)","(63, 2)","(-62, 26)","(-89, 10)","(32, 118)","(14, 202)","(63, 52)","(-62, 76)","(-89, 60)","(32, 168)","(14, 252)","(41, 15)","(41, 65)",15071
"(0, -50)","(63, 1)","(-62, 25)","(-89, 9)","(32, 117)","(14, 201)","(63, 51)","(-62, 75)","(-89, 59)","(32, 167)","(14, 251)","(41, 14)","(41, 64)",15107
"(0, -50)","(63, 0)","(-62, 24)","(-89, 8)","(32, 116)","(14, 200)","(63, 50)","(-62, 74)","(-89, 58)","(32, 166)","(14, 250)","(41, 13)","(41, 63)",15143
"(0, -50)","(63.0, 0.0)","(-62, 23)","(-89, 7)","(32, 115)","(14, 199)","(63, 49)","(-62, 73)","(-89, 57)","(32, 165)","(14, 249)","(41, 12)","(41, 62)",15179
"(0, -50)","(63.0, 0.0)","(-62, 22)","(-89, 6)","(32, 114)","(14, 198)","(63, 48)","(-62, 72)","(-89, 56)","(32, 164)","(14, 248)","(41, 11)","(41, 61)",15214
"(0, -50)","(63.0, 0.0)","(-62, 21)","(-89, 5)","(32, 113)","(14, 197)","(63, 47)","(-62, 71)","(-89, 55)","(32, 163)","(14, 247)","(41, 10)","(41, 60)",15250
"(0, -50)","(63.0, 0.0)","(-62, 20)","(-89, 4)","(32, 112)","(14, 196)","(63, 46)","(-62, 70)","(-89, 54)","(32, 162)","(14, 246)","(41, 9)","(41, 59)",15286
"(0, -50)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(63, 45)","(-62, 69)","(-89, 53)","(32, 161)","(14, 245)","(41, 8)","(41, 58)",15321
"(0, -50)","(63.0, 0.0)","(-62, 18)","(-89, 2)","(32, 110)","(14, 194)","(63, 44)","(-62, 68)","(-89, 52)","(32, 160)","(14, 244)","(41, 7)","(41, 57)",15357
"(0, -50)","(63.0, 0.0)","(-62, 17)","(-89, 1)","(32, 109)","(14, 193)","(63, 43)","(-62, 67)","(-89, 51)","(32, 159)","(14, 243)","(41, 6)","(41, 56)",15393
"(0, -50)","(63.0, 0.0)","(-62, 16)","(-89, 0)","(32, 108)","(14, 192)","(63, 42)","(-62, 66)","(-89, 50)","(32, 158)","(14, 242)","(41, 5)","(41, 55)",15429
"(0, -50)","(63.0, 0.0)","(-62, 15)","(-89.0, 0.0)","(32, 107)","(14, 191)","(63, 41)","(-62, 65)","(-89, 49)","(32, 157)","(14, 241)","(41, 4)","(41, 54)",15464
"(0, -50)","(63.0, 0.0)","(-62, 14)","(-89.0, 0.0)","(32, 106)","(14, 190)","(63, 40)","(-62, 64)","(-89, 48)","(32, 156)","(14, 240)","(41, 3)","(41, 53)",15500
"(0, -50)","(63.0, 0.0)","(-62, 13)","(-89.0, 0.0)","(32, 105)","(14, 189)","(63, 39)","(-62, 63)","(-89, 47)","(32, 155)","(14, 239)","(41, 2)","(41, 52)",15536
"(0, -50)","(63.0, 0.0)","(-62, 12)","(-89.0, 0.0)","(32, 104)","(14, 188)","(63, 38)","(-62, 62)","(-89, 46)","(32, 154)","(14, 238)","(41, 1)","(41, 51)",15571
"(0, -50)","(-62, 11)","(63.0, 0.0)","(-89.0, 0.0)","(32, 103)","(14, 187)","(63, 37)","(-62, 61)","(-89, 45)","(32, 153)","(14, 237)","(41, 0)","(41, 50)",15607
"(0, -50)","(-62, 10)","(63.0, 0.0)","(-89.0, 0.0)","(32, 102)","(14, 186)","(63, 36)","(-62, 60)","(-89, 44)","(32, 152)","(14, 236)","(41, -1)","(41, 49)",15643
"(0, -50)","(-62, 9)","(63.0, 0.0)","(-89.0, 0.0)","(32, 101)","(14, 185)","(63, 35)","(-62, 59)","(-89, 43)","(32, 151)","(14, 235)","(41, -2)","(41, 48)",15679
"(0, -50)","(-62, 8)","(63.0, 0.0)","(-89.0, 0.0)","(32, 100)","(14, 184)","(63, 34)","(-62, 58)","(-89, 42)","(32, 150)","(14, 234)","(41, -3)","(41, 47)",15714
"(0, -50)","(-62, 7)","(63.0, 0.0)","(-89.0, 0.0)","(32, 99)","(14, 183)","(63, 33)","(-62, 57)","(-89, 41)","(32, 149)","(14, 233)","(41, -4)","(41, 46)",15750
"(0, -50)","(-62, 6)","(63.0, 0.0)","(-89.0, 0.0)","(32, 98)","(14, 182)","(63, 32)","(-62, 56)","(-89, 40)","(32, 148)","(14, 232)","(41, -5)","(41, 45)",15786
"(0, -50)","(-62, 5)","(63.0, 0.0)","(-89.0, 0.0)","(32, 97)","(14, 181)","(63, 31)","(-62, 55)","(-89, 39)","(32, 147)","(14, 231)","(41, -6)","(41, 44)",15821
"(0, -50)","(-62, 4)","(63.0, 0.0)","(-89.0, 0.0)","(32, 96)","(14, 180)","(63, 30)","(-62, 54)","(-89, 38)","(32, 146)","(14, 230)","(41, -7)","(41, 43)",15857
"(0, -50)","(-62, 3)","(63.0, 0.0)","(-89.0, 0.0)","(32, 95)","(14, 179)","(63, 29)","(-62, 53)","(-89, 37)","(32, 145)","(14, 229)","(41, -8)","(41, 42)",15893
"(0, -50)","(-62, 2)","(63.0, 0.0)","(-89.0, 0.0)","(32, 94)","(14, 178)","(63, 28)","(-62, 52)","(-89, 36)","(32, 144)","(14, 228)","(41, -9)","(41, 41)",15929
"(0, -50)","(-62, 1)","(63.0, 0.0)","(-89.0, 0.0)","(32, 93)","(14, 177)","(63, 27)","(-62, 51)","(-89, 35)","(32, 143)","(14, 227)","(41, -10)","(41, 40)",15964
"(0, -50)","(-62, 0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 92)","(14, 176)","(63, 26)","(-62, 50)","(-89, 34)","(32, 142)","(14, 226)","(41, -11)","(41, 39)",16000
"(0, -50)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 91)","(14, 175)","(63, 25)","(-62, 49)","(-89, 33)","(32, 141)","(14, 225)","(41, -12)","(41, 38)",16037
"(0, -50)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 90)","(14, 174)","(63, 24)","(-62, 48)","(-89, 32)","(32, 140)","(14, 224)","(41, -13)","(41, 37)",16074
"(0, -50)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 89)","(14, 173)","(63, 23)","(-62, 47)","(-89, 31)","(32, 139)","(14, 223)","(41, -14)","(41, 36)",16111
"(0, -49)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 89)","(14, 173)","(63, 22)","(-62, 46)","(-89, 30)","(32, 138)","(14, 222)","(41, -14)","(41, 35)",16148
"(0, -48)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 89)","(14, 173)","(63, 21)","(-62, 45)","(-89, 29)","(32, 137)","(14, 221)","(41, -14)","(41, 34)",16185
"(0, -46)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 90)","(14, 174)","(63, 20)","(-62, 44)","(-89, 28)","(32, 136)","(14, 220)","(41, -13)","(41, 33)",16222
"(0, -44)","(-62.0, 0.0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 91)","(14, 175)","(63, 19)","(-62, 43)","(-89, 27)","(32, 135)","(14, 219)","(41, -12)","(41, 32)",16259
"(0, -42)","(-62, 0)","(63.0, 0.0)","(-89.0, 0.0)","(32, 92)","(14, 176)","(63, 18)","(-62, 42)","(-89, 26)","(32, 134)","(14, 218)","(41, -11)","(41, 31)",16296
"(0, -40)","(-62, 1)","(63.0, 0.0)","(-89.0, 0.0)","(32, 93)","(14, 177)","(63, 17)","(-62, 41)","(-89, 25)","(32, 133)","(14, 217)","(41, -10)","(41, 30)",16333
"(0, -38)","(-62, 2)","(63.0, 0.0)","(-89.0, 0.0)","(32, 94)","(14, 178)","(63, 16)","(-62, 40)","(-89, 24)","(32, 132)","(14, 216)","(41, -9)","(41, 29)",16370
"(0, -36)","(-62, 3)","(63.0, 0.0)","(-89.0, 0.0)","(32, 95)","(14, 179)","(63, 15)","(-62, 39)","(-89, 23)","(32, 131)","(14, 215)","(41, -8)","(41, 28)",16407
"(0, -34)","(-62, 4)","(63.0, 0.0)","(-89.0, 0.0)","(32, 96)","(14, 180)","(63, 14)","(-62, 38)","(-89, 22)","(32, 130)","(14, 214)","(41, -7)","(41, 27)",16444
"(0, -32)","(-62, 5)","(63.0, 0.0)","(-89.0, 0.0)","(32, 97)","(14, 181)","(63, 13)","(-62, 37)","(-89, 21)","(32, 129)","(14, 213)","(41, -6)","(41, 26)",16481
"(0, -30)","(-62, 6)","(63.0, 0.0)","(-89.0, 0.0)","(32, 98)","(14, 182)","(63, 12)","(-62, 36)","(-89, 20)","(32, 128)","(14, 212)","(41, -5)","(41, 25)",16519
"(0, -28)","(-62, 7)","(63.0, 0.0)","(-89.0, 0.0)","(32, 99)","(14, 183)","(63, 11)","(-62, 35)","(-89, 19)","(32, 127)","(14, 211)","(41, -4)","(41, 24)",16556
"(0, -26)","(-62, 8)","(63.0, 0.0)","(-89.0, 0.0)","(32, 100)","(14, 184)","(63, 10)","(-62, 34)","(-89, 18)","(32, 126)","(14, 210)","(41, -3)","(41, 23)",16593
"(0, -24)","(-62, 9)","(63.0, 0.0)","(-89.0, 0.0)","(32, 101)","(14, 185)","(63, 9)","(-62, 33)","(-89, 17)","(32, 125)","(14, 209)","(41, -2)","(41, 22)",16630
"(0, -22)","(-62, 10)","(63.0, 0.0)","(-89.0, 0.0)","(32, 102)","(14, 186)","(63, 8)","(-62, 32)","(-89, 16)","(32, 124)","(14, 208)","(41, -1)","(41, 21)",16667
"(0, -20)","(-62, 11)","(63.0, 0.0)","(-89.0, 0.0)","(32, 103)","(14, 187)","(63, 7)","(-62, 31)","(-89, 15)","(32, 123)","(14, 207)","(41, 0)","(41, 20)",16704
"(0, -18)","(63.0, 0.0)","(-62, 12)","(-89.0, 0.0)","(32, 104)","(14, 188)","(63, 6)","(-62, 30)","(-89, 14)","(32, 122)","(14, 206)","(41, 1)","(41, 19)",16741
"(0, -16)","(63.0, 0.0)","(-62, 13)","(-89.0, 0.0)","(32, 105)","(14, 189)","(63, 5)","(-62, 29)","(-89, 13)","(32, 121)","(14, 205)","(41, 2)","(41, 18)",16778
"(0, -14)","(63.0, 0.0)","(-62, 14)","(-89.0, 0.0)","(32, 106)","(14, 190)","(63, 4)","(-62, 28)","(-89, 12)","(32, 120)","(14, 204)","(41, 3)","(41, 17)",16815
"(0, -12)","(63.0, 0.0)","(-62, 15)","(-89.0, 0.0)","(32, 107)","(14, 191)","(63, 3)","(-62, 27)","(-89, 11)","(32, 119)","(14, 203)","(41, 4)","(41, 16)",16852
"(0, -10)","(63.0, 0.0)","(-62, 16)","(-89, 0)","(32, 108)","(14, 192)","(63, 2)","(-62, 26)","(-89, 10)","(32, 118)","(14, 202)","(41, 5)","(41, 15)",16889
"(0, -8)","(63.0, 0.0)","(-62, 17)","(-89, 1)","(32, 109)","(14, 193)","(63, 1)","(-62, 25)","(-89, 9)","(32, 117)","(14, 201)","(41, 6)","(41, 14)",16926
"(0, -6)","(63.0, 0.0)","(-62, 18)","(-89, 2)","(32, 110)","(14, 194)","(63, 0)","(-62, 24)","(-89, 8)","(32, 116)","(14, 200)","(41, 7)","(41, 13)",16963
"(0, -4)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(63.0, 0.0)","(-62, 23)","(-89, 7)","(32, 115)","(14, 199)","(41, 8)","(41, 12)",17000
"(0, -2)","(63.0, 0.0)","(-62, 20)","(-89, 4)","(32, 112)","(14, 196)","(63.0, 0.0)","(-62, 22)","(-89, 6)","(32, 114)","(14, 198)","(41, 9)","(41, 11)",17036
"(0, 0)","(63.0, 0.0)","(-62, 21)","(-89, 5)","(32, 113)","(14, 197)","(63.0, 0.0)","(-62, 21)","(-89, 5)","(32, 113)","(14, 197)","(41, 10)","(41, 10)",17071
"(-1, 1)","(62.0, 0.0)","(-63, 21)","(-90, 5)","(31, 113)","(13, 197)","(63.0, 0.0)","(-62, 20)","(-89, 4)","(32, 112)","(14, 196)","(40, 10)","(41, 9)",17107
"(-2, 2)","(61.0, 0.0)","(-64, 21)","(-91, 5)","(30, 113)","(12, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(39, 10)","(41, 8)",17143
"(-3, 2)","(60.0, 0.0)","(-65, 21)","(-92, 5)","(29, 113)","(11, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(38, 10)","(41, 8)",17179
"(-4, 2)","(59.0, 0.0)","(-66, 21)","(-93, 5)","(28, 113)","(10, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(37, 10)","(41, 8)",17214
"(-5, 2)","(58.0, 0.0)","(-67, 21)","(-94, 5)","(27, 113)","(9, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(36, 10)","(41, 8)",17250
"(-6, 2)","(57.0, 0.0)","(-68, 21)","(-95, 5)","(26, 113)","(8, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(35, 10)","(41, 8)",17286
"(-7, 2)","(56.0, 0.0)","(-69, 21)","(-96, 5)","(25, 113)","(7, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(34, 10)","(41, 8)",17321
"(-8, 2)","(55.0, 0.0)","(-70, 21)","(-97, 5)","(24, 113)","(6, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(33, 10)","(41, 8)",17357
"(-9, 2)","(54.0, 0.0)","(-71, 21)","(-98, 5)","(23, 113)","(5, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(32, 10)","(41, 8)",17393
"(-10, 2)","(53.0, 0.0)","(-72, 21)","(-99, 5)","(22, 113)","(4, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(31, 10)","(41, 8)",17429
"(-11, 2)","(52.0, 0.0)","(-73, 21)","(-100, 5)","(21, 113)","(3, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(30, 10)","(41, 8)",17464
"(-12, 2)","(51.0, 0.0)","(-74, 21)","(-101, 5)","(20, 113)","(2, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(29, 10)","(41, 8)",17500
"(-13, 2)","(50.0, 0.0)","(-75, 21)","(-102, 5)","(19, 113)","(1, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(28, 10)","(41, 8)",17536
"(-14, 2)","(49.0, 0.0)","(-76, 21)","(-103, 5)","(18, 113)","(0, 197)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(27, 10)","(41, 8)",17571
"(-15, 2)","(48.0, 0.0)","(-77, 21)","(-104, 5)","(17, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(26, 10)","(41, 8)",17607
"(-16, 2)","(47.0, 0.0)","(-78, 21)","(-105, 5)","(16, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(25, 10)","(41, 8)",17643
"(-17, 2)","(46.0, 0.0)","(-79, 21)","(-106, 5)","(15, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(24, 10)","(41, 8)",17679
"(-18, 2)","(45.0, 0.0)","(-80, 21)","(-107, 5)","(14, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(23, 10)","(41, 8)",17714
"(-19, 2)","(44.0, 0.0)","(-81, 21)","(-108, 5)","(13, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(22, 10)","(41, 8)",17750
"(-20, 2)","(43.0, 0.0)","(-82, 21)","(-109, 5)","(12, 113)","(0.0, 197.0)","(63.0, 0.0)","(-62, 19)","(-89, 3)","(32, 111)","(14, 195)","(21, 10)","(41, 8)",17786
