P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(0, 24)","(-24, 37)","(-49, 91)","(-170.0, 0.0)","(-182, 26)","(-116, 199)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 60)","(-646, 36)",8519
"(0, 25)","(-24, 38)","(-49, 92)","(-170.0, 0.0)","(-182, 27)","(-116, 200)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 61)","(-646, 36)",8556
"(0, 26)","(-24, 39)","(-49, 93)","(-170.0, 0.0)","(-182, 28)","(-116, 201)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 62)","(-646, 36)",8593
"(0, 27)","(-24, 40)","(-49, 94)","(-170.0, 0.0)","(-182, 29)","(-116, 202)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 63)","(-646, 36)",8630
"(0, 28)","(-24, 41)","(-49, 95)","(-170.0, 0.0)","(-182, 30)","(-116, 203)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 64)","(-646, 36)",8667
"(0, 29)","(-24, 42)","(-49, 96)","(-170.0, 0.0)","(-182, 31)","(-116, 204)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 65)","(-646, 36)",8704
"(0, 30)","(-24, 43)","(-49, 97)","(-170.0, 0.0)","(-182, 32)","(-116, 205)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 66)","(-646, 36)",8741
"(0, 31)","(-24, 44)","(-49, 98)","(-170.0, 0.0)","(-182, 33)","(-116, 206)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 67)","(-646, 36)",8778
"(0, 32)","(-24, 45)","(-49, 99)","(-170.0, 0.0)","(-182, 34)","(-116, 207)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 68)","(-646, 36)",8815
"(0, 33)","(-24, 46)","(-49, 100)","(-170.0, 0.0)","(-182, 35)","(-116, 208)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 69)","(-646, 36)",8852
"(0, 34)","(-24, 47)","(-49, 101)","(-170.0, 0.0)","(-182, 36)","(-116, 209)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 70)","(-646, 36)",8889
"(0, 35)","(-24, 48)","(-49, 102)","(-170.0, 0.0)","(-182, 37)","(-116, 210)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 71)","(-646, 36)",8926
"(0, 36)","(-24, 49)","(-49, 103)","(-170.0, 0.0)","(-182, 38)","(-116, 211)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 72)","(-646, 36)",8963
"(0, 37)","(-24, 50)","(-49, 104)","(-170.0, 0.0)","(-182, 39)","(-116, 212)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 73)","(-646, 36)",9000
"(0, 38)","(-24, 51)","(-49, 105)","(-170.0, 0.0)","(-182, 40)","(-116, 213)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 74)","(-646, 36)",9036
"(0, 39)","(-24, 52)","(-49, 106)","(-170.0, 0.0)","(-182, 41)","(-116, 214)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 75)","(-646, 36)",9071
"(0, 40)","(-24, 53)","(-49, 107)","(-170.0, 0.0)","(-182, 42)","(-116, 215)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 76)","(-646, 36)",9107
"(0, 41)","(-24, 54)","(-49, 108)","(-170.0, 0.0)","(-182, 43)","(-116, 216)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 77)","(-646, 36)",9143
"(0, 42)","(-24, 55)","(-49, 109)","(-170.0, 0.0)","(-182, 44)","(-116, 217)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 78)","(-646, 36)",9179
"(0, 43)","(-24, 56)","(-49, 110)","(-170.0, 0.0)","(-182, 45)","(-116, 218)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 79)","(-646, 36)",9214
"(0, 44)","(-24, 57)","(-49, 111)","(-170.0, 0.0)","(-182, 46)","(-116, 219)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 80)","(-646, 36)",9250
"(0, 45)","(-24, 58)","(-49, 112)","(-170.0, 0.0)","(-182, 47)","(-116, 220)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 81)","(-646, 36)",9286
"(0, 46)","(-24, 59)","(-49, 113)","(-170, 0)","(-182, 48)","(-116, 221)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 82)","(-646, 36)",9321
"(0, 47)","(-24, 60)","(-49, 114)","(-170, 1)","(-182, 49)","(-116, 222)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 83)","(-646, 36)",9357
"(0, 48)","(-24, 61)","(-49, 115)","(-170, 2)","(-182, 50)","(-116, 223)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 84)","(-646, 36)",9393
"(0, 49)","(-24, 62)","(-49, 116)","(-170, 3)","(-182, 51)","(-116, 224)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 85)","(-646, 36)",9429
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9464
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9500
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9536
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9571
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9607
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9643
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9679
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9714
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9750
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9786
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9821
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9857
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9893
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9929
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",9964
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10000
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10036
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10071
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10107
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10143
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10179
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10214
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10250
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10286
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10321
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10357
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10393
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10429
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10464
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10500
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10536
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10571
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10607
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10643
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10679
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10714
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10750
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10786
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10821
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10857
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10893
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10929
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",10964
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11000
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11036
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11071
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11107
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11143
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11179
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11214
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11250
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11286
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11321
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11357
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11393
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11429
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11464
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11500
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11536
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11571
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11607
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11643
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11679
"(0, 50)","(-24, 63)","(-49, 117)","(-170, 4)","(-182, 52)","(-116, 225)","(-24, 13)","(-49, 67)","(-170, -7)","(-182, 2)","(-116, 175)","(-646, 86)","(-646, 36)",11714
"(0, 50)","(-24, 64)","(-49, 118)","(-170, 5)","(-182, 53)","(-116, 226)","(-24, 14)","(-49, 68)","(-170, -6)","(-182, 3)","(-116, 176)","(-646, 87)","(-646, 37)",11750
"(0, 50)","(-24, 65)","(-49, 119)","(-170, 6)","(-182, 54)","(-116, 227)","(-24, 15)","(-49, 69)","(-170, -5)","(-182, 4)","(-116, 177)","(-646, 88)","(-646, 38)",11786
"(0, 50)","(-24, 66)","(-49, 120)","(-170, 7)","(-182, 55)","(-116, 228)","(-24, 16)","(-49, 70)","(-170, -4)","(-182, 5)","(-116, 178)","(-646, 89)","(-646, 39)",11821
"(0, 50)","(-24, 67)","(-49, 121)","(-170, 8)","(-182, 56)","(-116, 229)","(-24, 17)","(-49, 71)","(-170, -3)","(-182, 6)","(-116, 179)","(-646, 90)","(-646, 40)",11857
"(0, 50)","(-24, 68)","(-49, 122)","(-170, 9)","(-182, 57)","(-116, 230)","(-24, 18)","(-49, 72)","(-170, -2)","(-182, 7)","(-116, 180)","(-646, 91)","(-646, 41)",11893
"(0, 50)","(-24, 69)","(-49, 123)","(-170, 10)","(-182, 58)","(-116, 231)","(-24, 19)","(-49, 73)","(-170, -1)","(-182, 8)","(-116, 181)","(-646, 92)","(-646, 42)",11929
"(0, 50)","(-24, 70)","(-49, 124)","(-170, 11)","(-182, 59)","(-116, 232)","(-24, 20)","(-49, 74)","(-170, 0)","(-182, 9)","(-116, 182)","(-646, 93)","(-646, 43)",11964
"(0, 50)","(-24, 71)","(-49, 125)","(-170, 12)","(-182, 60)","(-116, 233)","(-24, 21)","(-49, 75)","(-170.0, 0.0)","(-182, 10)","(-116, 183)","(-646, 94)","(-646, 44)",12000
"(0, 50)","(-24, 72)","(-49, 126)","(-170, 13)","(-182, 61)","(-116, 234)","(-24, 22)","(-49, 76)","(-170.0, 0.0)","(-182, 11)","(-116, 184)","(-646, 95)","(-646, 45)",12037
"(0, 50)","(-24, 73)","(-49, 127)","(-170, 14)","(-182, 62)","(-116, 235)","(-24, 23)","(-49, 77)","(-170.0, 0.0)","(-182, 12)","(-116, 185)","(-646, 96)","(-646, 46)",12074
"(0, 50)","(-24, 74)","(-49, 128)","(-170, 15)","(-182, 63)","(-116, 236)","(-24, 24)","(-49, 78)","(-170.0, 0.0)","(-182, 13)","(-116, 186)","(-646, 97)","(-646, 47)",12111
"(0, 50)","(-24, 75)","(-49, 129)","(-170, 16)","(-182, 64)","(-116, 237)","(-24, 25)","(-49, 79)","(-170.0, 0.0)","(-182, 14)","(-116, 187)","(-646, 98)","(-646, 48)",12148
