P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(0, 20)","(0.0, 50.0)","(2, -63)","(13, 82)","(31, -103)","(0.0, 127.0)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -74)","(-134, -94)",6444
"(0, 21)","(0.0, 51.0)","(2, -62)","(13, 83)","(31, -102)","(0.0, 128.0)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -73)","(-134, -94)",6481
"(0, 22)","(0.0, 52.0)","(2, -61)","(13, 84)","(31, -101)","(-7, -128)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -72)","(-134, -94)",6519
"(0, 23)","(0.0, 53.0)","(2, -60)","(13, 85)","(31, -100)","(-7, -127)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -71)","(-134, -94)",6556
"(0, 24)","(0.0, 54.0)","(2, -59)","(13, 86)","(31, -99)","(-7, -126)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -70)","(-134, -94)",6593
"(0, 25)","(0.0, 55.0)","(2, -58)","(13, 87)","(31, -98)","(-7, -125)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -69)","(-134, -94)",6630
"(0, 26)","(0.0, 56.0)","(2, -57)","(13, 88)","(31, -97)","(-7, -124)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -68)","(-134, -94)",6667
"(0, 27)","(2, -56)","(0.0, 57.0)","(13, 89)","(31, -96)","(-7, -123)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -67)","(-134, -94)",6704
"(0, 28)","(2, -55)","(0.0, 58.0)","(13, 90)","(31, -95)","(-7, -122)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -66)","(-134, -94)",6741
"(0, 29)","(2, -54)","(0.0, 59.0)","(13, 91)","(31, -94)","(-7, -121)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -65)","(-134, -94)",6778
"(0, 30)","(2, -53)","(0.0, 60.0)","(13, 92)","(31, -93)","(-7, -120)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -64)","(-134, -94)",6815
"(0, 31)","(2, -52)","(0.0, 61.0)","(13, 93)","(31, -92)","(-7, -119)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -63)","(-134, -94)",6852
"(0, 32)","(2, -51)","(0.0, 62.0)","(13, 94)","(31, -91)","(-7, -118)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -62)","(-134, -94)",6889
"(0, 33)","(2, -50)","(0.0, 63.0)","(31, -90)","(13, 95)","(-7, -117)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -61)","(-134, -94)",6926
"(0, 34)","(2, -49)","(0.0, 64.0)","(31, -89)","(13, 96)","(-7, -116)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -60)","(-134, -94)",6963
"(0, 35)","(2, -48)","(0.0, 65.0)","(31, -88)","(13, 97)","(-7, -115)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -59)","(-134, -94)",7000
"(0, 36)","(2, -47)","(0.0, 66.0)","(31, -87)","(13, 98)","(-7, -114)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -58)","(-134, -94)",7036
"(0, 37)","(2, -46)","(0.0, 67.0)","(31, -86)","(13, 99)","(-7, -113)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -57)","(-134, -94)",7071
"(0, 38)","(2, -45)","(0.0, 68.0)","(31, -85)","(13, 100)","(-7, -112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -56)","(-134, -94)",7107
"(0, 39)","(2, -44)","(0.0, 69.0)","(31, -84)","(13, 101)","(-7, -111)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -55)","(-134, -94)",7143
"(0, 40)","(2, -43)","(0.0, 70.0)","(31, -83)","(13, 102)","(-7, -110)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -54)","(-134, -94)",7179
"(0, 41)","(2, -42)","(0.0, 71.0)","(31, -82)","(13, 103)","(-7, -109)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -53)","(-134, -94)",7214
"(0, 42)","(2, -41)","(0.0, 72.0)","(31, -81)","(13, 104)","(-7, -108)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -52)","(-134, -94)",7250
"(0, 43)","(2, -40)","(0.0, 73.0)","(31, -80)","(13, 105)","(-7, -107)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -51)","(-134, -94)",7286
"(0, 44)","(2, -39)","(0.0, 74.0)","(31, -79)","(-7, -106)","(13, 106)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -50)","(-134, -94)",7321
"(0, 45)","(2, -38)","(0.0, 75.0)","(31, -78)","(-7, -105)","(13, 107)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -49)","(-134, -94)",7357
"(0, 46)","(2, -37)","(0.0, 76.0)","(31, -77)","(-7, -104)","(13, 108)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -48)","(-134, -94)",7393
"(0, 47)","(2, -36)","(0.0, 77.0)","(31, -76)","(-7, -103)","(13, 109)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -47)","(-134, -94)",7429
"(0, 48)","(2, -35)","(0.0, 78.0)","(31, -75)","(-7, -102)","(13, 110)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -46)","(-134, -94)",7464
"(0, 49)","(2, -34)","(0.0, 79.0)","(31, -74)","(-7, -101)","(13, 111)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -45)","(-134, -94)",7500
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7536
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7571
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7607
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7643
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7679
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7714
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7750
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7786
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7821
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7857
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7893
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7929
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",7964
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8000
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8037
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8074
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8111
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8148
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",8185
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9500
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9536
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9571
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9607
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9643
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9679
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9714
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9750
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9786
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9821
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9857
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9893
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9929
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",9964
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10000
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10037
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10074
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10111
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10148
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10185
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10222
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10259
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10296
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10333
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10370
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10407
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10444
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10481
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10519
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10556
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10593
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10630
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10667
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10704
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10741
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10778
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10815
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10852
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10889
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10926
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",10963
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11000
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11037
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11074
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11111
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11148
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11185
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11222
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11259
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11296
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11333
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11370
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11407
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11444
"(0, 50)","(2, -33)","(31, -73)","(0.0, 80.0)","(-7, -100)","(13, 112)","(0.0, 30.0)","(13, 62)","(2, -83)","(0.0, 107.0)","(111, 60)","(-134, -44)","(-134, -94)",11481
