P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(25, 2)","(-13, 5)","(0.0, -29.0)","(0.0, -112.0)","(-145.0, 0.0)","(-187, 48)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 86)","(-539, 84)",11393
"(25, 3)","(-13, 6)","(0.0, -28.0)","(0.0, -111.0)","(-145.0, 0.0)","(-187, 49)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 87)","(-539, 84)",11429
"(25, 4)","(-13, 7)","(0.0, -27.0)","(0.0, -110.0)","(-145.0, 0.0)","(-187, 50)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 88)","(-539, 84)",11464
"(25, 5)","(-13, 8)","(0.0, -26.0)","(0.0, -109.0)","(-145.0, 0.0)","(-187, 51)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 89)","(-539, 84)",11500
"(25, 6)","(-13, 9)","(0.0, -25.0)","(0.0, -108.0)","(-145.0, 0.0)","(-187, 52)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 90)","(-539, 84)",11536
"(25, 7)","(-13, 10)","(0.0, -24.0)","(0.0, -107.0)","(-145.0, 0.0)","(-187, 53)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 91)","(-539, 84)",11571
"(25, 8)","(-13, 11)","(0.0, -23.0)","(0.0, -106.0)","(-145.0, 0.0)","(-187, 54)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 92)","(-539, 84)",11607
"(25, 9)","(-13, 12)","(0.0, -22.0)","(0.0, -105.0)","(-145.0, 0.0)","(-192, -33)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 93)","(-539, 84)",11643
"(25, 10)","(-13, 13)","(0.0, -21.0)","(0.0, -104.0)","(-145.0, 0.0)","(-192, -32)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 94)","(-539, 84)",11679
"(25, 11)","(-13, 14)","(0.0, -20.0)","(0.0, -103.0)","(-145.0, 0.0)","(-192, -31)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 95)","(-539, 84)",11714
"(25, 12)","(0.0, -19.0)","(-13, 15)","(0.0, -102.0)","(-145.0, 0.0)","(-192, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-514, 96)","(-539, 84)",11750
"(26, 12)","(0.0, -19.0)","(-12, 15)","(0.0, -102.0)","(-144.0, 0.0)","(-191, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-513, 96)","(-539, 84)",11857
"(27, 12)","(-11, 15)","(0.0, -19.0)","(0.0, -102.0)","(-143.0, 0.0)","(-190, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-512, 96)","(-539, 84)",11893
"(28, 12)","(-10, 15)","(0.0, -19.0)","(0.0, -102.0)","(-142.0, 0.0)","(-189, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-511, 96)","(-539, 84)",11929
"(29, 12)","(-9, 15)","(0.0, -19.0)","(0.0, -102.0)","(-141.0, 0.0)","(-188, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-510, 96)","(-539, 84)",11964
"(30, 12)","(-8, 15)","(0.0, -19.0)","(0.0, -102.0)","(-140.0, 0.0)","(-187, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-509, 96)","(-539, 84)",12000
"(31, 12)","(-7, 15)","(0.0, -19.0)","(0.0, -102.0)","(-139.0, 0.0)","(-186, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-508, 96)","(-539, 84)",12036
"(32, 12)","(-6, 15)","(0.0, -19.0)","(0.0, -102.0)","(-138.0, 0.0)","(-185, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-507, 96)","(-539, 84)",12071
"(33, 12)","(-5, 15)","(0.0, -19.0)","(0.0, -102.0)","(-137.0, 0.0)","(-184, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-506, 96)","(-539, 84)",12107
"(34, 12)","(-4, 15)","(0.0, -19.0)","(0.0, -102.0)","(-136.0, 0.0)","(-183, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-505, 96)","(-539, 84)",12143
"(35, 12)","(-3, 15)","(0.0, -19.0)","(0.0, -102.0)","(-135.0, 0.0)","(-182, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-504, 96)","(-539, 84)",12179
"(36, 12)","(-2, 15)","(0.0, -19.0)","(0.0, -102.0)","(-134.0, 0.0)","(-181, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-503, 96)","(-539, 84)",12214
"(37, 12)","(-1, 15)","(0.0, -19.0)","(0, -102)","(-133.0, 0.0)","(-180, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-502, 96)","(-539, 84)",12250
"(38, 12)","(0, 15)","(0.0, -19.0)","(1, -102)","(-132.0, 0.0)","(-179, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-501, 96)","(-539, 84)",12286
"(39, 12)","(0.0, 15.0)","(0.0, -19.0)","(2, -102)","(-131.0, 0.0)","(-178, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-500, 96)","(-539, 84)",12321
"(40, 12)","(0.0, 15.0)","(0.0, -19.0)","(3, -102)","(-130.0, 0.0)","(-177, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-499, 96)","(-539, 84)",12357
"(41, 12)","(0.0, 15.0)","(0.0, -19.0)","(4, -102)","(-129.0, 0.0)","(-176, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-498, 96)","(-539, 84)",12393
"(42, 12)","(0.0, 15.0)","(0.0, -19.0)","(5, -102)","(-128.0, 0.0)","(-175, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-497, 96)","(-539, 84)",12429
"(43, 12)","(0.0, 15.0)","(0.0, -19.0)","(6, -102)","(-127.0, 0.0)","(-174, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-496, 96)","(-539, 84)",12464
"(44, 12)","(0.0, 15.0)","(0.0, -19.0)","(7, -102)","(-126.0, 0.0)","(-173, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-495, 96)","(-539, 84)",12500
"(45, 12)","(0.0, 15.0)","(0.0, -19.0)","(8, -102)","(-125.0, 0.0)","(-172, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-494, 96)","(-539, 84)",12536
"(46, 12)","(0.0, 15.0)","(0.0, -19.0)","(9, -102)","(-124.0, 0.0)","(-171, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-493, 96)","(-539, 84)",12571
"(47, 12)","(0.0, 15.0)","(0.0, -19.0)","(10, -102)","(-123.0, 0.0)","(-170, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-492, 96)","(-539, 84)",12607
"(48, 12)","(0.0, 15.0)","(0.0, -19.0)","(11, -102)","(-122.0, 0.0)","(-169, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-491, 96)","(-539, 84)",12643
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12679
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12714
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12750
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12786
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12821
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12857
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12893
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12929
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",12964
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13000
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13037
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13074
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13111
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13148
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13185
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13222
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13259
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13296
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13333
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13370
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13407
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(12, -102)","(-121.0, 0.0)","(-168, -30)","(0.0, -31.0)","(-38, 3)","(0.0, -114.0)","(-170.0, 0.0)","(-212, 46)","(-490, 96)","(-539, 84)",13444
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(13, -102)","(-120.0, 0.0)","(-167, -30)","(0.0, -31.0)","(-37, 3)","(0.0, -114.0)","(-169.0, 0.0)","(-211, 46)","(-489, 96)","(-538, 84)",13481
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(14, -102)","(-119.0, 0.0)","(-166, -30)","(0.0, -31.0)","(-36, 3)","(0.0, -114.0)","(-168.0, 0.0)","(-210, 46)","(-488, 96)","(-537, 84)",13519
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(15, -102)","(-118.0, 0.0)","(-165, -30)","(0.0, -31.0)","(-35, 3)","(0.0, -114.0)","(-167.0, 0.0)","(-209, 46)","(-487, 96)","(-536, 84)",13556
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(16, -102)","(-117.0, 0.0)","(-164, -30)","(0.0, -31.0)","(-34, 3)","(0.0, -114.0)","(-166.0, 0.0)","(-208, 46)","(-486, 96)","(-535, 84)",13593
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(17, -102)","(-116.0, 0.0)","(-163, -30)","(0.0, -31.0)","(-33, 3)","(0.0, -114.0)","(-165.0, 0.0)","(-207, 46)","(-485, 96)","(-534, 84)",13630
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(18, -102)","(-115.0, 0.0)","(-162, -30)","(0.0, -31.0)","(-32, 3)","(0.0, -114.0)","(-164.0, 0.0)","(-206, 46)","(-484, 96)","(-533, 84)",13667
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(19, -102)","(-114.0, 0.0)","(-161, -30)","(0.0, -31.0)","(-31, 3)","(0.0, -114.0)","(-163.0, 0.0)","(-205, 46)","(-483, 96)","(-532, 84)",13704
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(20, -102)","(-113.0, 0.0)","(-160, -30)","(-30, 3)","(0.0, -31.0)","(0.0, -114.0)","(-162.0, 0.0)","(-204, 46)","(-482, 96)","(-531, 84)",13741
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(21, -102)","(-112.0, 0.0)","(-159, -30)","(-29, 3)","(0.0, -31.0)","(0.0, -114.0)","(-161.0, 0.0)","(-203, 46)","(-481, 96)","(-530, 84)",13778
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(22, -102)","(-111.0, 0.0)","(-158, -30)","(-28, 3)","(0.0, -31.0)","(0.0, -114.0)","(-160.0, 0.0)","(-202, 46)","(-480, 96)","(-529, 84)",13815
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(23, -102)","(-110.0, 0.0)","(-157, -30)","(-27, 3)","(0.0, -31.0)","(0.0, -114.0)","(-159.0, 0.0)","(-201, 46)","(-479, 96)","(-528, 84)",13852
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(24, -102)","(-109.0, 0.0)","(-156, -30)","(-26, 3)","(0.0, -31.0)","(0.0, -114.0)","(-158.0, 0.0)","(-200, 46)","(-478, 96)","(-527, 84)",13889
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(25, -102)","(-108.0, 0.0)","(-155, -30)","(-25, 3)","(0.0, -31.0)","(0.0, -114.0)","(-157.0, 0.0)","(-199, 46)","(-477, 96)","(-526, 84)",13926
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(26, -102)","(-107.0, 0.0)","(-154, -30)","(-24, 3)","(0.0, -31.0)","(0.0, -114.0)","(-156.0, 0.0)","(-198, 46)","(-476, 96)","(-525, 84)",13963
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(27, -102)","(-106.0, 0.0)","(-153, -30)","(-23, 3)","(0.0, -31.0)","(0.0, -114.0)","(-155.0, 0.0)","(-197, 46)","(-475, 96)","(-524, 84)",14000
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-105.0, 0.0)","(28, -102)","(-152, -30)","(-22, 3)","(0.0, -31.0)","(0.0, -114.0)","(-154.0, 0.0)","(-196, 46)","(-474, 96)","(-523, 84)",14056
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-104.0, 0.0)","(29, -102)","(-151, -30)","(-21, 3)","(0.0, -31.0)","(0.0, -114.0)","(-153.0, 0.0)","(-195, 46)","(-473, 96)","(-522, 84)",14111
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-103.0, 0.0)","(30, -102)","(-150, -30)","(-20, 3)","(0.0, -31.0)","(0.0, -114.0)","(-152.0, 0.0)","(-194, 46)","(-472, 96)","(-521, 84)",14167
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-102.0, 0.0)","(31, -102)","(-149, -30)","(-19, 3)","(0.0, -31.0)","(0.0, -114.0)","(-151.0, 0.0)","(-193, 46)","(-471, 96)","(-520, 84)",14222
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-101.0, 0.0)","(32, -102)","(-148, -30)","(-18, 3)","(0.0, -31.0)","(0.0, -114.0)","(-150.0, 0.0)","(-192, 46)","(-470, 96)","(-519, 84)",14278
"(49, 12)","(0.0, 15.0)","(0.0, -19.0)","(-100.0, 0.0)","(33, -102)","(-147, -30)","(-17, 3)","(0.0, -31.0)","(0.0, -114.0)","(-149.0, 0.0)","(-191, 46)","(-469, 96)","(-518, 84)",14333
"(49, 12)","(0.0, 15.0)","(0, -19)","(-99.0, 0.0)","(34, -102)","(-146, -30)","(-16, 3)","(0.0, -31.0)","(0.0, -114.0)","(-148.0, 0.0)","(-190, 46)","(-468, 96)","(-517, 84)",14389
"(49, 12)","(0.0, 15.0)","(1, -19)","(-98.0, 0.0)","(35, -102)","(-145, -30)","(-15, 3)","(0.0, -31.0)","(0.0, -114.0)","(-147.0, 0.0)","(-189, 46)","(-467, 96)","(-516, 84)",14444
"(49, 12)","(0.0, 15.0)","(2, -19)","(-97.0, 0.0)","(36, -102)","(-144, -30)","(-14, 3)","(0.0, -31.0)","(0.0, -114.0)","(-146.0, 0.0)","(-188, 46)","(-466, 96)","(-515, 84)",14500
"(49, 12)","(0.0, 15.0)","(3, -19)","(-96.0, 0.0)","(37, -102)","(-143, -30)","(-13, 3)","(0.0, -31.0)","(0.0, -114.0)","(-145.0, 0.0)","(-187, 46)","(-465, 96)","(-514, 84)",14555
